created_at,trend,adjusted_close
2017-10-16,0.004,64.76
2017-10-17,0.004,59.19
2017-10-18,0.004,60.55
2017-10-19,0.004,59.68
2017-10-20,0.004,60.09
2017-10-21,0.002,58.09
2017-10-22,0.002,56.51
2017-10-23,0.0,54.63
2017-10-24,0.002,55.56
2017-10-25,0.002,56.19
2017-10-26,0.002,55.55
2017-10-27,0.002,55.02
2017-10-28,0.002,54.22
2017-10-29,0.0,56.75
2017-10-30,0.002,56.22
2017-10-31,0.002,55.5
2017-11-01,0.006,52.83
2017-11-02,0.01,54.19
2017-11-03,0.006,55.98
2017-11-04,0.006,54.83
2017-11-05,0.0,54.6
2017-11-06,0.0,54.5
2017-11-07,0.0,60.52
2017-11-08,0.0,62.38
2017-11-09,0.008,64.15
2017-11-10,0.008,58.99
2017-11-11,0.008,62.14
2017-11-12,0.008,58.54
2017-11-13,0.008,61.0
2017-11-14,0.0,62.13
2017-11-15,0.006,63.16
2017-11-16,0.006,70.7
2017-11-17,0.006,67.36
2017-11-18,0.0,69.42
2017-11-19,0.11,71.76
2017-11-20,0.323,72.38
2017-11-21,0.191,69.91
2017-11-22,0.086,72.03
2017-11-23,0.317,72.94
2017-11-24,0.173,77.54
2017-11-25,0.313,88.79
2017-11-26,0.289,86.24
2017-11-27,0.259,90.99
2017-11-28,0.313,94.22
2017-11-29,1.0,85.41
2017-11-30,0.165,85.94
2017-12-01,0.165,99.15
